"","Status","sitagliptin","Status","sitagliptin","Status","sitagliptin","Status","sitagliptin"
"X3.hydroxysebacate","2.85687202897929e-13","7.76152028504224e-07","1.27107388305734e-12","1.8663764761388e-05","0.302165589174327","0.163374394340243","OK_sd","OK_sd"
"X5.hydroxyhexanoate","0.964253612385648","0.181578451924142","0.969253445931351","0.323787068674193","0.00176678445229683","0.0444466585300529","NS","NS"
"propionylglycine","0.000308298337407962","0.76239632923722","0.000572313055899595","0.846621782958189","-0.148523513571859","0.0100636260069284","OK_nc","NS"
"butyrylglycine","0.389588810213371","0.24031269903665","0.439461359484243","0.400128015451208","-0.034568756888187","0.0390710093772226","NS","NS"
"X2.hydroxyadipate","0.0100593273160669","0.0122810205434437","0.0150834333346992","0.0442051588261354","0.100388578959926","0.083205242290758","OK_sd","C: Status"
"propionylcarnitine..C3.","2.74787588590652e-47","1.42957614015556e-06","1.16527111786723e-45","2.98487937069129e-05","0.598269573812959","0.159444150972466","OK_sd","OK_sd"
"pro.hydroxy.pro","2.18660736096105e-20","6.81709696421573e-13","1.65766826191293e-19","2.31270014511019e-10","-0.383261563632645","-0.235725918024423","OK_sd","OK_sd"
"X3.hydroxy.2.ethylpropionate","0.0126066488969921","0.0565651417820095","0.0186964180909489","0.140842013574655","0.103337007033052","0.0634032443223289","OK_nc","NS"
"X3.carboxy.4.methyl.5.propyl.2.furanpropanoate..CMPF.","0.154983102558901","0.374435853403532","0.191366760848434","0.545181816597202","-0.0589117516730484","-0.0295590036212633","NS","NS"
"docosapentaenoate..n3.DPA..22.5n3.","0.0024532928927748","0.864770900852441","0.00406982696270832","0.916792275356845","0.125470101007806","0.00566889293569595","OK_nc","NS"
"docosadienoate..22.2n6.","5.91982477605754e-06","0.0301094343067445","1.36155969849323e-05","0.0882473053007609","0.187608648722348","0.0720941105866754","OK_sd","C: Status"
"adrenate..22.4n6.","8.20714803946739e-29","0.00257491480545296","1.04085045696797e-27","0.0129894401152404","0.461340938270483","0.100088536071598","OK_sd","C: Status"
"X10.undecenoate..11.1n1.","1.7609542483812e-09","0.307985276679627","5.60942468322368e-09","0.476769670781888","-0.249292718121187","-0.0339250849926417","OK_nc","NS"
"X1.methylhistamine","8.58689779649193e-05","0.0113030259857296","0.000173657530698056","0.0419421447096086","0.158539079454172","0.0841728840036142","OK_sd","OK_sd"
"X4.imidazoleacetate","0.348163690943567","0.00203012088990274","0.398362671678264","0.0105147864412138","0.0388181291400134","0.102446730731346","NS","OK_nc"
"X1.methyl.4.imidazoleacetate","0.0106996363955027","0.0519983046429615","0.0159905358906356","0.130428279853048","0.105723018190495","0.064614214135727","OK_nc","NS"
"sebacate..C10.DC.","0.318877497289908","0.000321105833775594","0.368897496864796","0.00233016372424322","0.0412779930237578","0.119327308672209","NS","OK_nc"
"guanidinosuccinate","0.000155401241167797","0.559450540641984","0.000299544721966904","0.7055524011628","-0.155954234033609","0.0194264612844781","OK_nc","NS"
"stearidonate..18.4n3.","0.457172232140414","0.168049270334775","0.509345417910133","0.307750148237908","0.0308022678467954","-0.0458621314486063","NS","NS"
"X5.dodecenoate..12.1n7.","1.70383436969684e-06","0.0152777462082322","4.18859282550473e-06","0.0518297540114279","-0.198232079351914","-0.0806140556416568","OK_sd","C: Status"
"octanoylcarnitine..C8.","0.0717728535443611","0.9304858451853","0.0936497714035558","0.958019189617946","-0.0745855725858681","0.00290374958056411","OK_nc","NS"
"tauro.beta.muricholate","1.20081881339069e-10","0.167812728043651","4.24351856711242e-10","0.307750148237908","-0.208077215865838","-0.0458876246598421","OK_nc","NS"
"decanoylcarnitine..C10.","0.000477808832528907","0.805259664105322","0.000869150919224834","0.87532906984954","-0.144683171804165","0.00820666798571363","OK_nc","NS"
"N.acetylglutamine","0.00712468942330797","0.0395692486873381","0.0109616820265634","0.109582592793302","0.111466487905196","0.068431832279808","OK_nc","NS"
"N.acetyltryptophan","7.69915406628297e-16","0.480078930383668","4.21280325320403e-15","0.637002032713573","0.333808641905173","0.0235033130233087","OK_nc","NS"
"N.acetylphenylalanine","1.54012993798149e-19","0.0482242552232101","1.08287892530615e-18","0.123705698181278","0.374524218013248","0.0656839438503025","OK_nc","NS"
"N.acetylasparagine","0.0104346429867186","0.120726399257956","0.0156289299480984","0.250831532747187","-0.106086600843057","0.0516182644029252","OK_nc","NS"
"gamma.glutamyl.epsilon.lysine","0.0208815579179619","0.176838600630528","0.0298905844880531","0.31876865428507","0.0945769374978697","0.0449333338545786","OK_nc","NS"
"X1.palmitoyl.GPC..16.0.","2.32651425257927e-34","8.72865345051356e-07","4.04753825737189e-33","2.04220391937015e-05","-0.50631156760933","-0.162625993627081","OK_sd","C: Status"
"N.acetylarginine","0.0305159417157474","0.659441673995115","0.04242841486503","0.775788350314341","0.0896117618988104","0.0146683216743968","OK_nc","NS"
"piperine","0.00783723555041064","0.922674724849778","0.011949582743716","0.954321342699047","0.11014281981071","0.00323100903350202","OK_nc","NS"
"campesterol","0.000268645873358242","0.0426771305291932","0.000502138361084207","0.114226560410483","-0.147125992751071","0.0673915116689074","OK_nc","NS"
"myristoylcarnitine..C14.","0.464341938239064","0.425456054064312","0.515639942872675","0.590403663282392","0.0303137036574142","0.0265248875611562","NS","NS"
"X1.stearoyl.GPC..18.0.","1.23493169528288e-43","1.9570173959694e-09","3.55856097835187e-42","1.47537367018359e-07","-0.573767511617602","-0.197790490576941","OK_sd","C: Status"
"X1.oleoyl.GPC..18.1.","9.89676509707166e-53","1.25813897865049e-05","6.10450465305738e-51","0.000165756756701817","-0.633042845943213","-0.144608852105884","OK_sd","C: Status"
"N.acetylthreonine","0.0934658453158153","0.0706594424204639","0.12090862925983","0.167630880007989","0.0694840534920977","0.0601173836623053","NS","NS"
"N.acetylisoleucine","2.28467835143904e-27","0.0248281866480755","2.52057603488031e-26","0.0765723847305418","0.448899594378103","0.0745944115084817","OK_sd","C: Status"
"X10.nonadecenoate..19.1n9.","3.81158678394707e-06","0.155360223883307","8.96416510540064e-06","0.293218113782542","0.191426266574256","0.0472695971304669","OK_nc","NS"
"X10.heptadecenoate..17.1n7.","1.35681460476902e-06","0.785046127525527","3.38455407844037e-06","0.864697723256607","0.200118164362083","-0.00907884615618332","OK_nc","NS"
"hyocholate","0.187853295625247","0.905567010564763","0.228011558285742","0.944977225533086","-0.0536113983161578","0.00394889935463763","NS","NS"
"epiandrosterone.sulfate","0.159938411855572","0.837548176277821","0.196413054197295","0.895134570182901","-0.0582129912626544","-0.00682480265779015","NS","NS"
"bradykinin..des.arg.9.","9.84218397233052e-05","0.399842511359983","0.000195833484610741","0.568037437812611","0.0990308249917626","0.0280190176850556","OK_nc","NS"
"N.acetylhistidine","0.992777522661474","0.26466464107826","0.993509659477596","0.428579854347493","-0.000380625589401551","0.0371167910650213","NS","NS"
"gamma.glutamylglycine","3.07293416305617e-09","0.463558625449554","9.54226924317441e-09","0.620976362028672","-0.245531910058741","-0.0243958247729688","OK_nc","NS"
"gamma.glutamyltryptophan","2.87269030460857e-05","0.0820044531282083","6.11009520901854e-05","0.18622765173666","0.173281219819799","0.0578435802465712","OK_nc","NS"
"stachydrine","0.818299437027546","0.801534286172718","0.845884888448346","0.874392536186188","0.00952132071398548","-0.00836697149312969","NS","NS"
"alpha.hydroxyisovalerate","5.95366418573905e-13","0.00257308272312097","2.58946227565637e-12","0.0129894401152404","0.298296842511902","0.100095669005402","OK_sd","C: Status"
"nicotinamide.riboside","0.0517364848722989","9.09770148917874e-05","0.0693739228969462","0.000839835436790173","0.0788974356061036","0.129717620860979","C: sitagliptin","OK_sd"
"gamma.glutamylmethionine","0.00190968763027261","0.0299603715710097","0.0032191877196024","0.0880004853287017","0.128571915512481","0.0721593008269842","OK_sd","OK_sd"
"gamma.glutamylthreonine","0.517927484777998","0.634718126767386","0.566796449067535","0.754234844439017","0.026785815731767","0.0158136135375087","NS","NS"
"p.cresol.sulfate","0.0445193927466992","0.170470143339249","0.0601122546838516","0.311343182384066","-0.0832263415631782","0.0456027561685348","OK_nc","NS"
"erythronate.","5.97922522877468e-28","2.94004137159207e-05","6.76150719620603e-27","0.000340994541987217","0.453955665640303","0.138405818879314","OK_sd","OK_sd"
"Fibrinopeptide.A.","4.11422997169132e-44","9.04390136739404e-08","1.26886592536025e-42","3.31691193393344e-06","0.576744344585459","0.176519367706626","OK_sd","C: Status"
"Fibrinopeptide.A..des.ala.1..","7.06162458916716e-11","0.000391512268092044","2.53508586441795e-10","0.00278158192565918","0.270033972254099","0.117617618821547","OK_sd","C: Status"
"Fibrinopeptide.A..phosphono.ser.3..","0.000907090312742387","0.174924646168271","0.00159239528381814","0.316496993133792","0.137422880710804","0.0451326036801713","OK_nc","NS"
"HWESASXX.","0.482784454951394","0.275164674310968","0.533066318445112","0.436948549140705","0.0289161828366264","0.0363124665145728","NS","NS"
"HXGXA.","0.504212400569471","0.370377722284952","0.554470200626233","0.542181843733204","0.0129867178712236","0.0298108548684659","NS","NS"
"N.acetylproline","1.53819939507453e-15","0.0113871622812529","8.18563364359271e-15","0.0419901609121202","0.330235306147955","0.084086781121757","OK_sd","C: Status"
"eicosenoate..20.1.","0.029765017233525","0.17271902453159","0.0415119510646386","0.314603646025996","0.0900207923829435","0.0453642654695611","OK_nc","NS"
"linolenate..alpha.or.gamma...18.3n3.or.6..","0.215480045083003","0.263593087753931","0.257400018642285","0.427865813495316","0.0513106018429095","-0.0372000977790631","NS","NS"
"aconitate..cis.or.trans.","8.97059767566859e-13","0.0317258100502832","3.85224716641844e-12","0.0915998388047537","0.295973322122868","0.0714044303086508","OK_sd","C: Status"
"heme","0.721386341424994","0.875973757521719","0.759442409087446","0.923646214970394","-0.0147762262393055","0.00519526005021935","NS","NS"
"stearoylcarnitine..C18.","0.000112472167307062","0.985953469574063","0.000221516300487203","0.994011038790492","-0.159970686148637","0.000586040677697496","OK_nc","NS"
"laurylcarnitine..C12.","0.00066869637850106","0.789903836638293","0.00118928045298288","0.866310545703372","-0.14092236374172","-0.00886869852503437","OK_nc","NS"
"isovalerylcarnitine..C5.","6.01937386657417e-16","0.0306486388339476","3.36143635265068e-15","0.0892493624413454","0.335052776294411","0.0718605868352858","OK_sd","C: Status"
"X1.linoleoyl.GPC..18.2.","2.36240130054694e-59","1.30496125488785e-06","2.6714821373685e-57","2.810845115687e-05","-0.672946042061968","-0.160037046417949","OK_sd","C: Status"
"X7.methylxanthine","0.000172204139714482","0.794099184978051","0.000330992942765654","0.867626887290834","-0.155607694317885","-0.00868748893563652","OK_nc","NS"
"X1.3.7.trimethylurate","0.0335979620548921","0.363904519726746","0.0464754684082453","0.533857765696427","0.0879870019201708","-0.0302161568357307","OK_nc","NS"
"X3.7.dimethylurate","0.116305076213086","0.725108642840683","0.147363201140203","0.818612669163733","-0.0650244850192586","-0.0117046688376293","NS","NS"
"X1.7.dimethylurate","0.862366326384086","0.736714606940074","0.881198121162052","0.828185466431407","0.00718643836705946","-0.0111910233126351","NS","NS"
"X1.methylurate","0.0253503751085229","0.984113877830906","0.0359086211088368","0.994011038790492","-0.0926226807403452","-0.000662800530205697","OK_nc","NS"
"X5.acetylamino.6.formylamino.3.methyluracil","0.568062618206922","0.0862916120724995","0.615212268880122","0.194191903121695","0.0234113142376694","0.0570506576941011","NS","NS"
"X5.acetylamino.6.amino.3.methyluracil","0.379390594870542","0.215653564942718","0.429027531032772","0.366719157427655","-0.0364150750457319","0.0411975805908252","NS","NS"
"indolebutyrate","0.000183700854101861","0.00356882735308859","0.000350239266831495","0.0169629832066225","-0.15472714258121","-0.0967694379524964","OK_sd","C: Status"
"X1.methylxanthine","0.00959493216331561","0.834777649479566","0.0144509688630625","0.89473885433225","-0.107285287400725","0.00694288104092223","OK_nc","NS"
"X2.myristoylglycerol..14.0.","0.816826259091077","0.493357883921451","0.845884888448346","0.648727372559504","-0.00947587288241508","-0.0227979845786013","NS","NS"
"N1.methylinosine","7.30680425484224e-12","0.00586835316617498","2.88236435285492e-11","0.0249682548411435","0.283798984240964","0.0915151394864986","OK_sd","C: Status"
"N2.N2.dimethylguanosine","1.04170362552975e-23","0.0212299103952379","9.55129608002613e-23","0.0681063555705384","0.415768125163328","0.0765766114052967","OK_sd","C: Status"
"N4.acetylcytidine","1.72500426015464e-19","0.0569322796586637","1.20661380465456e-18","0.141237849171493","0.374007248929136","0.063309468959072","OK_nc","NS"
"N6.carbamoylthreonyladenosine","7.67568751189603e-07","0.805225177940482","1.93964766362065e-06","0.87532906984954","0.20476520514015","-0.00820815105319483","OK_nc","NS"
"orotidine","3.16549626959202e-24","0.00378893240460534","3.02505523791293e-23","0.0176686641685548","0.420608319225569","0.0961501925337042","OK_sd","C: Status"
"phenylacetylglutamine","0.515798732910525","0.0066937930948261","0.564922421759147","0.0275256885747849","0.0269221592264778","0.0900813433021279","NS","OK_nc"
"X4.hydroxyhippurate","8.34871106912025e-08","0.00524875956202176","2.30268311398296e-07","0.0228287395053318","0.221995614284254","0.0927160502417707","OK_sd","OK_sd"
"X5.6.dihydrouridine","0.000804967801575145","0.433227041185688","0.00142231940981442","0.597448267163596","0.138809039573699","0.0260820695640027","OK_nc","NS"
"X3..3.amino.3.carboxypropyl.uridine.","0.000149348690498928","0.184690129956327","0.000289110089881661","0.327858779194253","0.157073386886028","0.0441322571839793","OK_nc","NS"
"X1.margaroylglycerol..17.0.","0.715920702029606","0.452854087990793","0.754859667951963","0.612074698609069","-0.015037551270835","0.0249835950042006","NS","NS"
"X1.pentadecanoylglycerol..15.0.","0.0946740275036406","0.403808304534906","0.122175132667903","0.570799863806111","-0.069217047481622","0.027784033702145","NS","NS"
"X1.arachidonylglycerol..20.4.","0.649547553033691","0.0480829297895698","0.690780587356362","0.12357677220539","0.0188267642280118","0.0657253461289253","NS","NS"
"X1.linolenoylglycerol..18.3.","0.177101770174268","0.990677952592311","0.215927315477521","0.996552988634371","-0.0559121947894061","0.000388917487539343","NS","NS"
"cysteine.glutathione.disulfide","5.67741256417795e-09","0.243593882049558","1.71205529990877e-08","0.404598406292841","-0.238476134207447","-0.0387998715611835","OK_nc","NS"
"X1.palmitoyl.GPA..16.0.","8.09963580539977e-05","0.0939126278936472","0.000164047847581007","0.205879541278965","-0.16325997295854","-0.0557162925367895","OK_nc","NS"
"X5.methyluridine..ribothymidine.","9.97489554811203e-05","0.187806434261262","0.000198183503056926","0.331408753306284","-0.161180734664197","-0.0438212866236404","OK_nc","NS"
"isovalerylglycine","2.26125148714403e-06","0.0478344574622789","5.52886174424224e-06","0.123405625050024","-0.195732448615546","-0.0657983859943375","OK_nc","NS"
"X3.hydroxydodecanedioate.","1.14854657677385e-11","3.08221131380218e-07","4.42777757011965e-11","8.71366823506159e-06","0.281066433367798","0.169146100253355","OK_sd","OK_sd"
"X7.methylguanine","0.00961633874827197","0.678251051473978","0.0144671526401387","0.787699020856829","0.107256882505993","0.0138085379470621","OK_nc","NS"
"X1.stearoyl.GPE..18.0.","1.96116712416894e-16","0.000433135008389027","1.14711370150743e-15","0.00302971240404077","-0.340665583493348","-0.116737548263878","OK_sd","C: Status"
"X1.stearoyl.GPG..18.0.","1.13010474597329e-08","0.0381049347434915","3.34836711852784e-08","0.106615250406016","0.236476429618352","0.068946173217556","OK_nc","NS"
"X3.methylcytidine","0.068984411050642","0.455062955852499","0.0901848225392304","0.613227836238173","0.0753240998488859","-0.0248616765920017","OK_nc","NS"
"N2.methylguanosine","0.365089056752034","0.422749115927237","0.41527732607922","0.588380051603345","0.0374262892981719","-0.0266802422500032","NS","NS"
"N1.Methyl.2.pyridone.5.carboxamide","9.81852719049009e-05","0.361140328084975","0.000195649653414024","0.531526491552399","0.161339802074694","-0.0303905988648594","OK_nc","NS"
"X1.docosahexaenoylglycerol..22.6.","0.000184960605284641","0.872575631891995","0.000351528769427533","0.921467029165321","-0.154852124118028","-0.00533881024295423","OK_nc","NS"
"gamma.glutamylisoleucine.","1.02123181389933e-44","6.33370415789137e-08","3.46452892865347e-43","2.52789310066429e-06","0.581135741310943","0.178604276132197","OK_sd","OK_sd"
"oleoylcarnitine..C18.1.","0.632468290929783","0.672827620547732","0.675263155618974","0.784387526703843","-0.0198152545646666","-0.0140554775150942","NS","NS"
"gamma.glutamyl.2.aminobutyrate","0.609801805766186","0.184209127963293","0.653554598249723","0.327617020506146","0.0211446036380989","0.0441805999309119","NS","NS"
"X2.methylbutyrylcarnitine..C5.","1.97897597388132e-21","0.000559310953967655","1.59849428366485e-20","0.00366659403156574","0.3937486507675","0.114483232580058","OK_sd","OK_sd"
"phenol.sulfate","5.23663848975587e-11","0.00656497988223654","1.91024688994589e-10","0.0270780477209574","0.271891652369536","0.0902942464283611","OK_sd","C: Status"
"X1.palmitoleoyl.GPC..16.1..","2.06540998498535e-10","6.76072176857497e-05","7.14990140210489e-10","0.000669656893427462","-0.26329065024485","-0.13205309990783","OK_sd","C: Status"
"hexanoylglycine","7.38735302121733e-10","0.0124327566568073","2.46305603188991e-09","0.0446329385801258","-0.252604728846875","-0.083061269814137","OK_sd","C: Status"
"glutamine_degradant.","3.52972729341611e-06","0.618490614697562","8.34466888007956e-06","0.741423819915717","-0.192085260132026","0.0165755418937665","OK_nc","NS"
"X2.hydroxy.3.methylvalerate","1.41396742444966e-19","8.84189011747306e-05","1.00458313873204e-18","0.000827478957890409","0.374910524581596","0.129943681558246","OK_sd","C: Status"
"testosterone.sulfate","0.057702831403806","0.0820664227992061","0.0768427303385326","0.18622765173666","0.0708190835444764","0.0578318825457985","OK_nc","NS"
"homostachydrine.","0.00152419119958614","0.655089914990184","0.00259514110142835","0.771664075209791","-0.131310147364594","-0.014868620786144","OK_nc","NS"
"X1.arachidonoyl.GPC..20.4n6..","5.89608899708716e-10","0.000165844214342552","1.98044375471467e-09","0.00134760837642421","-0.256530285298763","-0.124870354518409","OK_sd","C: Status"
"X2.palmitoleoyl.GPC..16.1..","0.0581117538550365","0.0129080764954955","0.077235700275499","0.0459744351821193","-0.0774999147853158","-0.0826201106557734","AD","AD"
"X2.palmitoyl.GPC..16.0..","4.75812402408504e-14","0.0144689082831491","2.33941097850848e-13","0.0499600726214588","-0.312249326803995","-0.0812658881007734","OK_sd","C: Status"
"X1.palmitoyl.GPE..16.0.","1.6548541021009e-13","0.0082607822314566","7.51049169415022e-13","0.0326818702276577","-0.305443514026337","-0.0877490291919262","OK_sd","C: Status"
"X1.oleoyl.GPE..18.1.","0.509351795515702","0.129558808970408","0.559215523070233","0.263012653717224","-0.0273368706895572","0.05042599385378","NS","NS"
"X1.linoleoyl.GPE..18.2..","4.98444381889688e-06","0.57864353677742","1.15424748502441e-05","0.715068187639242","-0.189108427164169","-0.0184850004046489","OK_nc","NS"
"X1.arachidonoyl.GPE..20.4n6..","5.47924276907932e-07","0.401794937562694","1.40025092987583e-06","0.569500542830036","0.207469351118585","0.0279031575280974","OK_nc","NS"
"N.acetylcitrulline","8.74252405182467e-17","0.00136479885455783","5.2262577701877e-16","0.00762153105199577","0.344653630713645","0.106283164515564","OK_sd","C: Status"
"X2.hydroxypalmitate","0.001271079706941","0.329674922317606","0.00220007036010069","0.501279773172131","-0.133480281322077","-0.0324387195349567","OK_nc","NS"
"docosapentaenoate..n6.DPA..22.5n6.","0.00211867508086372","0.763050280651891","0.00354069222257643","0.846655135604756","0.124833831365821","-0.0100350736909018","OK_nc","NS"
"gulonate.","7.40355469770192e-06","0.503986402690357","1.67165120212671e-05","0.659507761283331","0.185625987070092","0.0222407281353529","OK_nc","NS"
"isobutyrylglycine","8.64681407994557e-09","0.0204723425414049","2.59022664602343e-08","0.0663030282307551","-0.238277299944326","-0.077030825865672","OK_sd","C: Status"
"glutarylcarnitine..C5.DC.","7.96316820711145e-05","0.793062884570385","0.000161524951525415","0.867626887290834","-0.163430402326929","-0.00873222573004827","OK_nc","NS"
"beta.hydroxyisovaleroylcarnitine","6.17439691557457e-07","0.325447885935383","1.56610404008125e-06","0.496774782018352","0.206514946655608","0.0327232763328369","OK_nc","NS"
"tiglylcarnitine..C5.1.DC.","0.0357320823857561","0.288118954350462","0.0491270879407002","0.452520163256455","0.0869871496256235","0.0353484425442428","OK_nc","NS"
"catechol.sulfate","3.4321104743594e-11","0.91356202222942","1.26903921354379e-10","0.947501886268416","-0.274487859747992","-0.00361319706238431","OK_nc","NS"
"cholesterol.sulfate","0.829401869383318","0.0502982541521163","0.854592510822447","0.127977142975203","-0.00893049890357106","0.06508775453618","NS","NS"
"X7.alpha.hydroxy.3.oxo.4.cholestenoate..7.Hoca.","2.86433897073713e-07","0.0660017901666441","7.48922540133003e-07","0.158802179532156","0.212582232170248","0.0611381912366804","OK_nc","NS"
"X3beta.7alpha.dihydroxy.5.cholestenoate","4.35801045195654e-10","0.13337238604183","1.47845504582626e-09","0.26694148651735","-0.258484542056287","-0.0499306529100452","OK_nc","NS"
"N.acetyl.aspartyl.glutamate..NAAG.","2.37938181388449e-06","0.00928810715643414","5.80723223280802e-06","0.0358067085547759","-0.195380227920875","-0.0864265364027442","OK_sd","C: Status"
"tetradecanedioate..C14.DC.","0.663126404525672","0.92814579273458","0.70466917066667","0.956908447745969","-0.0180484701123698","0.00300175901356165","NS","NS"
"hexadecanedioate..C16.DC.","0.274402879207107","0.856876490578719","0.321558468984494","0.909334385697238","-0.0452774022019475","0.00600333565566655","NS","NS"
"octadecanedioate..C18.DC.","0.037859399073284","0.061453156865752","0.0517895207081112","0.15107234396164","-0.0860100212468612","0.0621940105677051","OK_nc","NS"
"undecanedioate..C11.DC.","2.54418114170511e-06","0.00491218728706035","6.16509608802471e-06","0.0216423316511068","0.192755615647688","0.0934230957714369","OK_sd","OK_sd"
"X1.myristoylglycerol..14.0.","0.000610081777457806","0.0414930980490918","0.00109219125595019","0.112239123009725","0.141956301909945","0.0677800514572276","OK_nc","NS"
"glycerophosphoethanolamine","4.21749392126948e-28","0.00303217600130519","4.89157200954075e-27","0.0149362028875386","-0.45526229079795","-0.0984385153090532","OK_sd","C: Status"
"glycerophosphoinositol.","0.0151613323910539","0.61356670491918","0.0222420843834164","0.738129449091602","-0.100587413223047","0.0168084405901854","OK_nc","NS"
"X3..3.hydroxyphenyl.propionate","0.0239291319205629","0.438227501949542","0.0340019183415748","0.602484732149091","-0.0935259563928056","0.025799549806684","OK_nc","NS"
"ectoine","0.480798467172084","0.317828156724593","0.531305798006937","0.486221620729965","0.029160464931317","0.0332423540927222","NS","NS"
"X1.arachidonoyl.GPI..20.4..","0.607694621203969","0.249919680459318","0.651890593655166","0.411785692366969","-0.0212695851749174","-0.0382842842374254","NS","NS"
"X1.palmitoyl.GPI..16.0.","9.09615436078644e-06","0.0182561151936713","2.03352248230432e-05","0.0601299716451748","-0.183813754786225","-0.0784492360390517","OK_sd","C: Status"
"glycolithocholate.sulfate.","0.389284889792969","0.0735128068546146","0.439461359484243","0.172589755885315","-0.0356651858248214","0.0595189551990698","NS","NS"
"taurolithocholate.3.sulfate","5.40356465377051e-12","0.64305291425522","2.18233251046624e-11","0.761450963913031","-0.285571449672208","-0.0154254888256842","OK_nc","NS"
"deoxycarnitine","0.000556393764014828","0.569726015049771","0.00100402438532995","0.709934070176804","-0.14299024007817","-0.018920543954386","OK_nc","NS"
"X1.ribosyl.imidazoleacetate.","0.0127535705257496","0.00956132409536019","0.018893662885854","0.0366517423655474","0.103166577664663","0.0860968343117904","OK_sd","C: Status"
"N2.acetyllysine","0.922176368992432","0.730434001225691","0.933179219032611","0.823939268215513","0.00405053798870625","0.0114686461273861","NS","NS"
"X3.4.dihydroxybutyrate","3.73648317149924e-26","0.000538923693844008","3.90031358748036e-25","0.0035500944298365","0.438185268085396","0.114813135167826","OK_sd","C: Status"
"indoleacetylglutamine","5.95420961576861e-15","0.39097080255469","3.0721910450943e-14","0.560240104611103","0.323077272675627","0.0285498151589534","OK_nc","NS"
"hexanoylglutamine","1.45019483822211e-05","0.026625113512942","3.17918319138515e-05","0.0806479442791569","0.179609830365969","0.0736962156704519","OK_sd","C: Status"
"N6.acetyllysine","0.278153898099404","0.100841773585304","0.325392103207664","0.216865747631153","0.0449251815072773","0.0545763601015094","NS","NS"
"dihomo.linolenate..20.3n3.or.n6.","0.000132043310417227","0.414142119263651","0.000257446511833587","0.580569065951213","0.158340245191051","0.0271781193898329","OK_nc","NS"
"mannitol.sorbitol","1.69825983649172e-12","0.000263365976746574","7.15695216807226e-12","0.0019529378712847","0.292320452660402","0.121014755472878","OK_sd","OK_sd"
"tryptophan.betaine","0.223930145538589","0.826169550993811","0.266719994514178","0.888361395165295","-0.0503789212957177","0.00731031781319337","NS","NS"
"X4.vinylphenol.sulfate","0.268307323937594","0.733038758898501","0.315232068037502","0.825505058776154","-0.0458568620544693","0.0113534119440153","NS","NS"
"X4.ethylphenylsulfate","2.69245795292494e-10","0.0308394675158977","9.20318751163513e-10","0.0894212765364811","-0.261597718518855","-0.0717787845656732","OK_sd","C: Status"
"thymol.sulfate","0.0593116541965831","0.440450805530116","0.0785228436534275","0.603729033438754","-0.0781191414904617","-0.0256745309510243","OK_nc","NS"
"X3.methyladipate","2.95629966909495e-08","0.164158798260955","8.49936154864799e-08","0.303906533751863","-0.229613807051231","-0.0462848938270909","OK_nc","NS"
"pyrraline","2.34477830821333e-05","0.0856186793655856","5.03459519659097e-05","0.193318715306322","0.175167304829968","0.0571729819937889","OK_nc","NS"
"N6.carboxymethyllysine","3.69946364934065e-08","1.39505717044375e-05","1.04805264554389e-07","0.000180294531456397","0.225290582073103","0.143867550684322","OK_sd","OK_sd"
"X1.oleoyl.GPI..18.1.","1.35762113458082e-13","0.0208976502944465","6.2662989102931e-13","0.0673589345595342","-0.306534261984025","-0.0767740588713111","OK_sd","C: Status"
"X1.linoleoyl.GPI..18.2..","1.32207649429502e-05","0.0206926067198636","2.91716715895666e-05","0.0668568269496544","-0.18045061525002","-0.0768972743332058","OK_sd","C: Status"
"methylphosphate","0.0442558038308423","0.128722864076174","0.0598158623490568","0.262672070002057","0.0833285991842114","-0.0505360795641952","OK_nc","NS"
"o.cresol.sulfate","0.00606990577088029","0.247925963716116","0.00945678775095816","0.410287235076548","0.113613897946894","0.0384457884306976","OK_nc","NS"
"X2.ethylphenylsulfate","0.00141881981598602","0.451036626008067","0.00243098294228918","0.61144525623671","0.10746139774806","0.0250841613850021","OK_nc","NS"
"dimethylarginine..SDMA...ADMA.","0.000125584823344455","0.178865657387184","0.000245723153376358","0.320212001417426","-0.158851533296218","-0.0447240301609831","OK_nc","NS"
"gamma.glutamylalanine","3.16510334951603e-21","5.0893907174973e-06","2.51172236566857e-20","8.1092336628934e-05","0.391703498346835","0.150954078895167","OK_sd","OK_sd"
"N.acetylserine","0.00815224459514789","0.331216658099488","0.0123881253254375","0.502191067084922","0.109591764852919","0.0323355204377717","OK_nc","NS"
"X1.stearoyl.2.oleoyl.GPE..18.0.18.1.","2.45535502238993e-31","6.05618104209588e-06","3.7021297393146e-30","9.20611234178688e-05","0.482315112540193","0.149754852165558","OK_sd","OK_sd"
"chiro.inositol","0.537388398716456","0.246697707110483","0.58499180321399","0.408753099571337","-0.0228432163430402","-0.038545737392085","NS","NS"
"X4.allylphenol.sulfate","0.319711227949772","0.928701861224349","0.369546964504124","0.956908447745969","-0.0412211832342949","-0.00297846663381178","NS","NS"
"X1.stearoyl.2.arachidonoyl.GPC..18.0.20.4.","1.30951940096945e-14","0.190638209467154","6.55726135466992e-14","0.334232623058047","0.319146035244793","0.0435419891180275","OK_nc","NS"
"X1.palmitoyl.2.linoleoyl.GPE..16.0.18.2.","3.0237332431166e-08","0.0480643332980244","8.65655276563127e-08","0.12357677220539","0.22947746355652","0.0657308016984709","OK_nc","NS"
"sphinganine.1.phosphate","0.0042061716777563","0.547028667527186","0.00673881341997083","0.697667200972173","0.118562030609115","0.0200441137994414","OK_nc","NS"
